"GEOID","county","state","Grains..oilseeds..dry.beans..and.dry.peas","Tobacco","Cotton.and.cottonseed","Vegetables..melons..potatoes..and.sweet.potatoes","Fruits..tree.nuts..and.berries","Nursery..greenhouse..floriculture..and.sod","Cut.Christmas.trees.and.short.rotation.woody.crops","Other.crops.and.hay","Poultry.and.eggs","Cattle.and.calves","Milk.from.cows","Hogs.and.pigs","Sheep..goats..wool..mohair..and.milk","Horses..ponies..mules..burros..and.donkeys","Aquaculture","Other.animals.and.other.animal.products","Other","farmentropy","Number.of.Farms","Land.in.Farms","Average.Size.of.Farm","Market.Value.of.Products.Sold","Average.Per.Farm","Government.Payments","Average.Per.Farm.Receiving.Payments","Number.of.Farms.07","Land.in.Farms.07","Average.Size.of.Farm.07","Market.Value.of.Products.Sold.07","Average.Per.Farm.07","Government.Payments.07","Average.Per.Farm.Receiving.Payments.07","spendingperacre","spendingperfarm","changenumfarms","changelandfarms","dominantcomm"
"48085","Collin","Texas",31309,NA,NA,466,424,NA,NA,5790,120,24015,NA,56,390,1208,3,1209,12822,1.45014431716779,2264,312806,138,77812000,34369,1307000,8018,2235,290831,130,61164000,27366,1492000,7851,0.621000512815815,3.9040660519145,29,21975,1
"48087","Collingsworth","Texas",NA,NA,18748,NA,NA,NA,NA,NA,NA,13128,NA,NA,11,18,NA,2,11202,1.08020817557975,383,494805,1292,43109000,112556,4307000,14121,442,512537,1160,50309000,113822,6775000,20165,0.939740792241576,4.14986545302626,-59,-17732,3
"48089","Colorado","Texas",27511,NA,1604,7,905,10347,NA,4071,994,21858,NA,13,42,320,NA,307,1,1.45066040465766,1575,485121,308,67980000,43162,4361000,16273,1790,527393,295,71995000,40221,4503000,21239,0.953736011827369,4.21146762443914,-215,-42272,1
"48091","Comal","Texas",215,NA,NA,NA,227,63,NA,NA,134,3389,NA,NA,724,130,NA,1065,NA,1.34672923504753,1104,205018,186,NA,NA,131000,2290,939,192454,205,6556000,6982,219000,3783,-0.194520696899969,3.35983548233989,165,12564,10
"48093","Comanche","Texas",2330,NA,1062,2097,12725,1848,NA,6719,NA,35030,94309,NA,NA,442,217,180,1177,1.25384629014842,1435,517135,360,158136000,110199,1563000,5192,1451,578943,399,144928000,99881,1482000,4957,0.480355045947229,3.71533468379231,-16,-61808,11
"48095","Concho","Texas",6439,NA,6221,NA,27,NA,NA,1543,1,6189,NA,NA,2032,91,NA,288,0,1.54809875065186,401,501597,1251,22830000,56933,3244000,11926,418,551371,1319,21192000,50699,2874000,10048,0.810725915179261,4.07649480500972,-17,-49774,1
"48097","Cooke","Texas",9320,NA,NA,NA,1413,784,NA,6939,95,34841,1249,135,389,NA,NA,269,7885,1.40647860027591,1946,503827,259,63319000,32538,1361000,3638,1956,455393,233,58294000,29802,815000,2899,0.431576687652971,3.56086269472746,-10,48434,10
"48099","Coryell","Texas",8995,NA,211,1140,1113,30,NA,4694,1751,47363,NA,585,1434,546,NA,689,0,1.16170931943123,1308,463039,354,68550000,52409,959000,4568,1339,488358,365,40148000,29984,759000,3125,0.316201035652744,3.65972609523779,-31,-25319,10
"48101","Cottle","Texas",2362,NA,2441,NA,NA,NA,NA,446,3,10518,NA,NA,44,10,NA,1,80,0.994341244976994,264,564617,2139,15905000,60246,2297000,10683,299,534519,1788,17541000,58665,3995000,16716,0.609407045055673,4.02869322839392,-35,30098,10
"48103","Crane","Texas",NA,NA,NA,NA,NA,NA,NA,NA,2,1349,NA,NA,13,22,NA,NA,24,0.229068246539153,27,239159,8858,1410000,52227,56000,13966,37,375177,10140,1674000,45237,117000,12959,-0.630498701822068,4.145072037705,-10,-136018,10
"48105","Crockett","Texas",31,NA,NA,NA,NA,NA,NA,15,NA,8265,NA,NA,5422,122,NA,41,0,0.756001854028864,216,1546202,7158,13894000,64326,2214000,30756,183,1602485,8757,13636000,74515,614000,11804,0.155911385851331,4.48792985223187,33,-56283,10
"48107","Crosby","Texas",3620,NA,63107,NA,NA,NA,NA,NA,NA,4315,NA,5,8,41,NA,NA,493,0.471626899557279,431,558372,1296,71589000,166101,7549000,19763,371,552628,1490,92741000,249975,11537000,36393,1.13096579324632,4.29585287064395,60,5744,3
"48109","Culberson","Texas",NA,NA,1021,NA,NA,NA,NA,2251,NA,NA,NA,NA,NA,19,NA,14,10429,0.714800134351433,77,1618007,21013,13734000,178366,680000,32359,55,1374032,24982,15080000,274175,611000,35966,-0.376471483466678,4.5099950920134,22,243975,17
"48111","Dallam","Texas",151450,NA,NA,6924,NA,NA,NA,NA,NA,449091,NA,NA,13,58,NA,10,44168,0.827653612769048,371,851947,2296,651714000,1756643,7262000,25479,452,936886,2073,552859000,1223139,7856000,24321,0.930643666621786,4.40618237880443,-81,-84939,10
"48113","Dallas","Texas",4184,NA,NA,211,179,31573,NA,2051,139,5528,NA,NA,83,408,NA,10,123,1.00519289456061,839,83754,100,44489000,53027,280000,4833,755,88010,117,35174000,46588,220000,5248,0.524152473705646,3.68421679513888,84,-4256,6
"48115","Dawson","Texas",NA,NA,61055,NA,NA,NA,NA,6288,NA,1976,NA,NA,31,NA,NA,101,3678,0.621964366471043,596,558085,936,73129000,122699,11185000,20411,555,568036,1023,112342000,202418,18924000,40008,1.30193563856385,4.30986428270936,41,-9951,3
"48117","Deaf Smith","Texas",68394,NA,NA,NA,NA,NA,NA,6302,47,1170235,128693,NA,29,136,NA,NA,5240,0.556928146771774,621,923532,1487,1379076000,2220735,13023000,26577,637,945814,1485,1148359000,1802762,12593000,28363,1.14925909239808,4.4245059564044,-16,-22282,10
"48119","Delta","Texas",NA,NA,2220,NA,455,NA,NA,2360,NA,13148,NA,2,174,268,NA,NA,10719,1.26413307518139,529,131212,248,29346000,55474,801000,4474,538,132841,247,17232000,32031,735000,4679,0.785658960804771,3.65069597976061,-9,-1629,10
"48121","Denton","Texas",NA,NA,NA,208,217,15440,NA,NA,NA,NA,NA,47,395,NA,NA,3326,117362,0.508485397861695,3203,383533,120,136995000,42771,1210000,4961,2575,350274,136,79237000,30772,848000,3754,0.498982632797241,3.69556922703619,628,33259,17
"48123","DeWitt","Texas",2820,NA,113,NA,1306,NA,NA,3315,2602,50726,NA,NA,99,154,NA,NA,215,0.729276568123584,1711,536411,314,61350000,35856,1068000,6243,1811,549237,303,40983000,22630,396000,3354,0.299073577490758,3.79539333493129,-100,-12826,10
"48125","Dickens","Texas",757,NA,6658,NA,NA,NA,NA,NA,NA,9960,NA,NA,100,351,NA,11,689,1.06224794372293,437,572617,1310,18526000,42393,3468000,10051,446,574273,1288,21118000,47351,4035000,11629,0.782214851481504,4.00220927298801,-9,-1656,10
"48127","Dimmit","Texas",771,NA,NA,NA,930,4960,NA,168,34,26099,NA,NA,56,NA,NA,425,1773,0.923982006133455,367,677023,1845,35216000,95955,730000,13766,388,708015,1825,21691000,55905,304000,13197,0.0327194372205239,4.13880776521771,-21,-30992,10
"48129","Donley","Texas",3256,NA,6162,NA,NA,NA,NA,3956,9,81300,NA,NA,21,165,NA,NA,259,0.589117908591279,380,585096,1540,95128000,250337,2e+06,8298,392,588947,1502,85815000,218916,3802000,14623,0.533802866590805,3.91897343049295,-12,-3851,10
"48131","Duval","Texas",NA,NA,NA,NA,NA,NA,NA,726,2,13433,NA,7,30,82,NA,293,230,0.424514586382949,1436,959630,668,14803000,10308,2814000,5300,1507,1021206,678,14771000,9802,1931000,4686,0.467220276655371,3.72427586960079,-71,-61576,10
"48133","Eastland","Texas",397,NA,NA,NA,1643,NA,NA,4771,29,17697,NA,NA,327,1199,NA,97,1715,1.20386797662297,1174,503633,429,27875000,23743,1428000,5063,1324,520132,393,28026000,21168,1533000,5418,0.45261402840235,3.70440792738684,-150,-16499,10
"48135","Ector","Texas",NA,NA,NA,NA,269,NA,NA,329,2,1119,NA,3,67,329,NA,37,35,1.42735798931108,264,428848,1624,2190000,8295,211000,15090,301,423919,1408,3559000,11824,109000,8394,-0.308020933720177,4.17868923977559,-37,4929,10
"48137","Edwards","Texas",32,NA,NA,NA,350,NA,NA,227,NA,3967,NA,NA,3182,86,NA,319,1,1.1500521214204,419,969873,2315,8164000,19485,2070000,19168,480,996471,2076,8810000,18354,1169000,13137,0.329255476149648,4.28257680070922,-61,-26598,10
"48139","Ellis","Texas",44430,NA,14266,57,586,471,NA,7546,72,17300,NA,9,263,784,NA,NA,5606,1.4611078841784,2264,473860,209,91390000,40366,2825000,5127,2415,442656,183,49382000,20448,3435000,6762,0.775368402060105,3.7098633174404,-151,31204,1
"48141","El Paso","Texas",193,NA,NA,365,20164,NA,NA,6320,15,4834,NA,10,249,228,NA,566,12591,1.40423529872769,657,209393,319,45535000,69308,768000,12590,590,168556,286,47464000,80447,894000,14661,0.564399060893977,4.10002573010786,67,40837,5
"48143","Erath","Texas",2012,NA,367,48,1393,7499,NA,7154,NA,63623,170422,64,837,2358,NA,622,46,0.977897822757273,2161,607550,281,256445000,118669,1814000,9858,2189,622923,285,250192000,114295,1087000,5602,0.475055257522806,3.99378881381871,-28,-15373,11
"48145","Falls","Texas",42662,NA,5342,2911,1205,245,NA,2660,NA,76164,NA,5,NA,1231,NA,25,2846,1.15427559841593,1263,382651,303,135296000,107123,4706000,12789,1295,445217,344,126817000,97928,2117000,6616,1.08984907021069,4.10683658736679,-32,-62566,10
"48147","Fannin","Texas",20503,NA,227,NA,1004,6117,NA,11878,419,28963,567,30,801,464,NA,85,83,1.48399824078171,2515,513651,204,71141000,28287,2381000,4669,2110,473853,225,48720000,23090,2086000,4636,0.666091257448909,3.66922387393081,405,39798,10
"48149","Fayette","Texas",4890,NA,NA,NA,898,483,NA,7145,20862,27197,2792,244,NA,954,NA,404,489,1.53770928302801,2822,492038,174,66358000,23515,1428000,3360,2991,565708,189,52796000,17652,557000,1798,0.46272956289835,3.52633927738984,-169,-73670,10
"48151","Fisher","Texas",2990,NA,15277,NA,NA,NA,NA,1787,2,10744,NA,6,69,113,NA,NA,101,1.16057760342065,588,494955,842,31089000,52872,4632000,10005,661,544989,824,50495000,76392,7961000,14743,0.971202834897062,4.00021709297223,-73,-50034,3
"48153","Floyd","Texas",NA,NA,56126,602,NA,NA,NA,1041,NA,NA,NA,4,91,56,NA,NA,224823,0.541406755681748,589,581997,988,282743000,480040,9002000,17017,650,627686,966,263037000,404673,16505000,30173,1.18941826258969,4.23088299885759,-61,-45689,17
"48155","Foard","Texas",5356,NA,NA,NA,NA,NA,NA,NA,NA,7498,NA,3,NA,113,NA,NA,857,0.912714420433733,194,368143,1898,13827000,71274,1505000,11151,212,375790,1773,17626000,83141,1825000,11062,0.611519952866091,4.04731381581539,-18,-7647,10
"48157","Fort Bend","Texas",35964,NA,30085,191,853,21586,NA,3207,NA,10997,NA,151,35,637,NA,51,30,1.49869052826004,1286,339295,264,103787000,80705,4101000,10907,1404,382740,273,94494000,67304,4237000,12879,1.08231230954926,4.03770531313554,-118,-43445,1
"48159","Franklin","Texas",1073,NA,NA,84,62,77,NA,2479,55096,12456,14432,1,NA,166,NA,NA,50,1.05638002686022,520,113015,217,85976000,165339,171000,4512,564,133528,237,85840000,152198,229000,3273,0.179860021024717,3.65436909097529,-44,-20513,9
"48161","Freestone","Texas",34,NA,NA,46,1106,1686,NA,2898,285,36934,NA,27,126,843,NA,97,0,0.700161713964717,1517,421303,278,44082000,29059,433000,4285,1473,399584,271,33925000,23031,188000,2945,0.0118933447062069,3.63195082625922,44,21719,10
"48163","Frio","Texas",19770,NA,NA,48795,NA,7834,NA,28267,33,71940,NA,NA,38,135,NA,1878,4982,1.53507583926436,651,713262,1096,183672000,282139,2765000,16169,724,645429,891,70278000,97069,2541000,20489,0.588446048630996,4.20868316103742,-73,67833,10
"48165","Gaines","Texas",11608,NA,88443,6656,NA,NA,NA,65452,1,4343,NA,NA,140,430,NA,7,3390,1.20032209105021,644,774822,1203,180470000,280233,17390000,32324,825,947728,1149,193195000,234175,28297000,43804,1.35109763858889,4.50952509809382,-181,-172906,3
"48167","Galveston","Texas",NA,NA,NA,78,74,2234,NA,NA,45,NA,NA,NA,63,228,127,NA,NA,0.874574373790785,612,89554,146,NA,NA,756000,14824,692,103387,149,8251000,11923,353000,19594,0.926436806777565,4.17096540631084,-80,-13833,6
"48169","Garza","Texas",289,NA,8189,NA,NA,NA,NA,NA,NA,3523,NA,NA,45,94,NA,NA,245,0.853896066302083,277,455569,1645,12385000,44712,2696000,13087,300,512460,1708,27444000,91479,4024000,19724,0.772165723788506,4.11684010241266,-23,-56891,3
"48171","Gillespie","Texas",3323,NA,NA,2501,2178,478,NA,2831,52,18646,NA,82,14804,484,NA,331,430,1.58678739113008,1847,652247,353,46140000,24981,1901000,4937,1853,652940,352,28586000,15427,684000,2453,0.464570026619351,3.69346312721953,-6,-693,10
"48173","Glasscock","Texas",448,NA,21237,732,494,NA,NA,185,1,2421,NA,11,285,63,NA,NA,1,0.73420813024849,186,433706,2332,25878000,139128,5362000,41569,185,479785,2593,46258000,250041,5262000,40170,1.09213137931533,4.61876957707524,1,-46079,3
"48175","Goliad","Texas",1595,NA,370,28,111,NA,NA,1715,25,14887,NA,NA,32,123,40,494,25,0.903796810775501,1175,494930,421,19445000,16549,751000,6768,1083,469513,434,20010000,18477,356000,5016,0.18109615779479,3.83046035003097,92,25417,10
"48177","Gonzales","Texas",3689,NA,NA,647,NA,NA,NA,4361,402262,91511,NA,171,66,327,NA,176,14550,0.697759915945789,1674,609790,364,517760000,309295,1202000,5645,1861,654077,351,404019000,217098,441000,4079,0.29472416961248,3.75166394626099,-187,-44287,9
"48179","Gray","Texas",17195,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,2,14,205,NA,NA,190106,0.300164082885126,417,514942,1235,207677000,498025,3299000,12887,391,509367,1303,191479000,489715,3237000,13955,0.806624000093417,4.11015182851827,26,5575,17
"48181","Grayson","Texas",34128,NA,NA,24,1883,21916,NA,8233,139,18848,1058,290,640,3707,NA,407,675,1.63583284440866,2562,431268,168,91948000,35889,1948000,5365,2723,400414,147,52839000,19405,1251000,4141,0.654841717765533,3.72956972630197,-161,30854,1
"48183","Gregg","Texas",NA,NA,NA,NA,166,NA,NA,949,108,1841,NA,NA,15,286,NA,NA,242,1.34634097018315,527,48052,91,3607000,6845,41000,10147,486,45192,93,3757000,7731,17000,1854,-0.0689276116820718,4.00633766037455,41,2860,10
"48185","Grimes","Texas",1516,NA,784,NA,NA,2322,NA,4036,12218,NA,1068,NA,91,591,NA,465,24961,1.41451811644902,1683,417142,248,48052000,28552,755000,7779,1853,437140,236,49917000,26938,80000,4006,0.257663032581865,3.89092377148901,-170,-19998,17
"48187","Guadalupe","Texas",17473,NA,2044,NA,3226,NA,NA,4042,8410,19777,490,NA,656,1397,NA,NA,4076,1.79272335157261,2241,383109,171,61591000,27484,2230000,8139,2462,385015,156,41178000,16725,1263000,4356,0.764982508495452,3.91057104848126,-221,-1906,10
"48189","Hale","Texas",NA,NA,76730,6983,NA,NA,NA,NA,7,NA,NA,22,140,24,NA,NA,326024,0.56917857135986,899,640609,713,409930000,455985,15250000,19857,957,588724,615,364436000,380811,21470000,27561,1.37667680785191,4.29791363580787,-58,51885,17
"48191","Hall","Texas",NA,NA,16155,NA,NA,NA,NA,NA,NA,6183,NA,NA,NA,138,NA,40,2235,0.881422731613889,390,509050,1305,24751000,63465,4834000,14783,382,533874,1398,43472000,113802,7509000,22963,0.977546204289634,4.16976257690292,8,-24824,3
"48193","Hamilton","Texas",3781,NA,NA,NA,2026,NA,NA,4683,46,21096,22131,23,1593,177,NA,46,226,1.40206281120601,1001,445777,445,55828000,55772,1233000,5202,1045,470850,451,51375000,49163,458000,2476,0.441845419429454,3.71617034785985,-44,-25073,11
"48195","Hansford","Texas",99315,NA,NA,180,NA,780,NA,NA,1,NA,NA,NA,15,85,NA,NA,682831,0.391463861599271,263,566770,2155,783207000,2977975,4906000,22819,242,585286,2419,589799000,2437187,4932000,27100,0.937320689555475,4.35829660835573,21,-18516,17
"48197","Hardeman","Texas",7172,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,13,50,NA,13,18111,0.618753879737693,357,354648,993,25362000,71042,2043000,7142,332,370113,1115,23969000,72195,2685000,10699,0.760470851598928,3.85381984585676,25,-15465,17
"48199","Hardin","Texas",4,NA,NA,NA,1620,NA,NA,NA,41,1975,227,NA,NA,230,NA,127,NA,1.19553866259157,660,68508,104,NA,NA,414000,29580,699,91189,130,6314000,9033,231000,14446,0.781259052066591,4.47099816966087,-39,-22681,10
"48201","Harris","Texas",NA,NA,NA,3502,NA,37780,NA,3454,260,10915,1214,NA,152,1665,NA,3392,2856,1.4229661806374,2207,236402,107,65190000,29538,1072000,7825,2210,259039,117,62533000,28295,723000,11292,0.65654363892888,3.89348434621849,-3,-22637,6
"48203","Harrison","Texas",NA,NA,NA,435,226,NA,NA,4283,NA,12584,NA,NA,NA,509,NA,102,852,1.01215096177701,1298,199635,154,18991000,14631,274000,6377,1205,200875,167,14108000,11708,2e+05,4006,0.137513878703053,3.80461641698726,93,-1240,10
"48205","Hartley","Texas",138740,NA,NA,NA,NA,NA,NA,9638,NA,842097,144713,NA,NA,79,NA,13,45617,0.915670860795815,255,902940,3541,1180897000,4630968,4317000,23335,282,910965,3230,724508000,2569176,5096000,24151,0.679523156077707,4.36800780522117,-27,-8025,10
"48207","Haskell","Texas",19115,NA,NA,NA,46,NA,NA,2931,NA,9930,NA,NA,14,91,NA,17,6527,1.22172725656573,503,567156,1128,38671000,76881,5201000,12181,553,494932,895,67704000,122430,9853000,22042,0.962384322887589,4.08568294319462,-50,72224,1
"48209","Hays","Texas",2539,NA,NA,NA,425,2671,NA,827,60,4656,NA,27,NA,1222,NA,584,1959,1.86351850459913,1439,245006,170,14970000,10403,469000,7211,1136,235568,207,11452000,10081,248000,6040,0.281996122697552,3.85799549556092,303,9438,10
"48211","Hemphill","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,107292,NA,NA,26,202,NA,NA,3032,0.141165820859735,232,575829,2482,110552000,476518,1293000,11047,233,548746,2355,117703000,505163,1156000,10325,0.351304991773507,4.04324435400848,-1,27083,10
"48213","Henderson","Texas",NA,NA,NA,NA,660,9486,NA,6576,NA,25317,5337,92,188,1034,NA,94,737,1.41344089125157,1961,345628,176,49521000,25253,193000,5350,2109,318452,151,44513000,21106,124000,1493,-0.253051609269329,3.72835378202123,-148,27176,10
"48215","Hidalgo","Texas",100579,NA,34634,157454,58381,17986,NA,46175,48,36755,NA,21,261,258,NA,215,0,1.7407116848964,2161,795180,368,452766000,209517,9106000,21080,2151,722582,336,314256000,146098,10723000,25410,1.05886219761972,4.32387060654051,10,72598,4
"48217","Hill","Texas",64861,NA,NA,83,316,68,NA,NA,NA,NA,2450,4,418,1007,NA,74,50658,0.865629029637117,1884,504129,268,119939000,63662,3921000,7261,2113,524907,248,74155000,35095,3662000,6923,0.890855161371245,3.8609964367572,-229,-20778,1
"48219","Hockley","Texas",4745,NA,61800,NA,NA,NA,NA,2539,NA,8392,NA,59,90,42,NA,NA,1050,0.78343217005239,781,483775,619,78717000,100790,10093000,15844,842,484286,575,107710000,127921,14237000,22142,1.31937685164693,4.19986483373226,-61,-511,3
"48221","Hood","Texas",425,NA,NA,65,2561,2745,NA,2761,91,8116,NA,19,297,1238,NA,424,0,1.66713236269564,1286,224225,174,18742000,14573,162000,2153,1076,205672,191,18927000,17590,290000,2477,-0.141169018144305,3.33304402982349,210,18553,10
"48223","Hopkins","Texas",NA,NA,NA,NA,NA,1332,NA,11153,68451,38799,84585,7,139,849,NA,NA,631,1.2822193948186,2113,422587,200,205946000,97466,1817000,9366,1955,390466,200,208250000,106522,636000,3679,0.633438794542295,3.97155415344606,158,32121,11
"48225","Houston","Texas",NA,NA,1719,2714,NA,NA,NA,6945,3021,28406,NA,3730,91,324,NA,94,2537,1.44358010852818,1505,467883,311,49581000,32944,1461000,6670,1562,440462,282,40654000,26027,410000,6032,0.494512950054613,3.82412583391655,-57,27421,10
"48227","Howard","Texas",NA,NA,4256,NA,NA,NA,NA,203,NA,8885,NA,NA,172,76,NA,66,206,0.880521179886351,475,498472,1049,13864000,29187,4460000,15118,519,522791,1007,40853000,78714,7075000,22039,0.951694090421574,4.17949434100545,-44,-24319,10
"48229","Hudspeth","Texas",NA,NA,NA,3651,644,79,NA,16549,4,NA,NA,NA,138,32,NA,3,13378,1.07613040823464,167,2251109,13480,34478000,206453,1323000,22050,169,2257579,13358,31072000,183861,766000,18234,-0.230836680112193,4.34340859380386,-2,-6470,8
"48231","Hunt","Texas",17071,NA,NA,547,711,NA,88,12290,1619,18338,NA,NA,536,3081,NA,784,14272,1.73685900654515,4206,454539,108,69337000,16485,1324000,3740,3139,388422,124,40509000,12905,1144000,3519,0.464316832951316,3.57287160220048,1067,66117,10
"48233","Hutchinson","Texas",22720,NA,9120,NA,NA,NA,NA,307,NA,23283,NA,5,7,309,NA,NA,125,1.09949182815318,247,520950,2109,55876000,226221,1984000,26456,259,557262,2152,49557000,191338,2154000,25042,0.580745625451716,4.42252418190565,-12,-36312,10
"48235","Irion","Texas",272,NA,NA,NA,NA,NA,NA,299,1,4340,NA,NA,2257,49,NA,48,197,1.08911361603052,155,496136,3201,7463000,48151,904000,22594,156,624626,4004,6078000,38959,509000,14539,0.26056768956273,4.35399312441948,-1,-128490,10
"48237","Jack","Texas",NA,NA,NA,NA,450,NA,NA,1424,58,17058,623,NA,329,2101,NA,41,416,0.945988602275005,864,527895,611,22500000,26042,751000,7295,902,576091,639,18274000,20259,233000,2358,0.153092388438886,3.86302529622947,-38,-48196,10
"48239","Jackson","Texas",56263,NA,12743,NA,1692,665,NA,2634,9,17588,NA,NA,20,126,9950,29,117,1.33477833487882,811,441827,545,101836000,125569,6538000,22012,847,492580,582,64621000,76294,6455000,24731,1.17019266420935,4.34265950413912,-36,-50753,1
"48241","Jasper","Texas",NA,NA,NA,210,567,3526,NA,1312,25,3323,63,9,28,303,NA,NA,703,1.60211982190204,894,88130,99,10069000,11262,26000,2175,920,95928,104,6663000,7243,644000,6504,-0.530150422151301,3.33745926129066,-26,-7798,6
"48243","Jeff Davis","Texas",NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84,1255005,14941,NA,NA,792000,35992,105,1390903,13247,10443000,99458,179000,17923,-0.199920274481017,4.55620598015751,-21,-135898,5
"48245","Jefferson","Texas",13776,NA,NA,NA,209,4047,NA,3424,41,13932,NA,5,44,277,228,1914,133,1.47260155184312,764,353971,463,38030000,49778,3631000,21362,793,333255,420,26767000,33755,3061000,22184,1.01105856614101,4.32964191073021,-29,20716,10
"48247","Jim Hogg","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,10298,NA,NA,NA,NA,NA,NA,833,0.265972360513937,263,644924,2452,11131000,42324,1349000,15507,240,640270,2668,7448000,31035,314000,10123,0.320503410734837,4.19052778688735,23,4654,10
"48249","Jim Wells","Texas",21981,NA,4800,7279,NA,NA,NA,1180,73,40609,NA,19,173,144,NA,NA,6598,1.37430827172311,1047,503754,481,82856000,79136,2904000,12305,1109,462721,417,61034000,55035,2862000,12497,0.760778104400417,4.09008161803882,-62,41033,10
"48251","Johnson","Texas",10511,NA,220,363,1182,484,33,7126,300,39904,16276,63,556,1533,NA,298,1,1.45456581862886,3023,428958,142,78850000,26083,834000,4414,2746,331347,121,61955000,22562,977000,5062,0.288751278875353,3.64483232882564,277,97611,10
"48253","Jones","Texas",15311,NA,11842,86,76,NA,NA,2368,30,12912,NA,5,142,446,NA,66,0,1.34740839415746,1014,562944,555,43283000,42686,5627000,10325,1053,573323,544,59247000,56265,10566000,17209,0.999811720481353,4.01389006032844,-39,-10379,1
"48255","Karnes","Texas",3685,NA,NA,NA,NA,19,NA,3135,NA,16502,NA,13,80,211,NA,84,3870,1.17935595568075,1288,464641,361,27599000,21428,1683000,6897,1208,417484,346,24563000,20334,1180000,4487,0.55896658660259,3.83866022598894,80,47157,10
"48257","Kaufman","Texas",8983,NA,NA,50,1086,3254,NA,6922,187,35530,160,39,309,2091,NA,370,0,1.29961326387735,3041,449181,148,58981000,19395,637000,7492,2563,421803,165,43650000,17031,480000,5457,0.151718054669509,3.8745977687032,478,27378,10
